,Область,Год,Население,Unnamed: 0,index,ranks
37,Павлодарская,2003,746261,,73.9,33
36,Павлодарская,2003,746603,,72.2,34
35,Павлодарская,2003,746944,,70.5,35
34,Павлодарская,2003,747285,,68.8,36
33,Павлодарская,2003,747627,,67.1,37
32,Павлодарская,2003,747968,,65.4,38
31,Павлодарская,2003,748309,,63.7,39
30,Павлодарская,2003,748651,,62.0,40
30,Республика Казахстан ,2003,14866837,,51.0,31
31,Республика Казахстан ,2003,14875273,,52.7,32
32,Республика Казахстан ,2003,14883709,,54.4,33
33,Республика Казахстан ,2003,14892145,,56.1,34
34,Республика Казахстан ,2003,14900582,,57.8,35
35,Республика Казахстан ,2003,14909018,,59.5,36
36,Республика Казахстан ,2003,14917454,,61.2,37
37,Республика Казахстан ,2003,14925891,,62.9,38
38,Республика Казахстан ,2003,14934327,,64.6,39
39,Республика Казахстан ,2003,14942763,,66.3,40
39,СКО,2003,675262,,78.3,31
38,СКО,2003,676027,,76.6,32
37,СКО,2003,676792,,74.9,33
36,СКО,2003,677557,,73.2,34
35,СКО,2003,678322,,71.5,35
34,СКО,2003,679087,,69.8,36
33,СКО,2003,679852,,68.1,37
32,СКО,2003,680617,,66.4,38
31,СКО,2003,681382,,64.7,39
30,СКО,2003,682148,,63.0,40
30,Туркестанская,2003,2111893,,64.0,31
31,Туркестанская,2003,2115729,,65.7,32
32,Туркестанская,2003,2119565,,67.4,33
33,Туркестанская,2003,2123401,,69.1,34
34,Туркестанская,2003,2127238,,70.8,35
35,Туркестанская,2003,2131074,,72.5,36
36,Туркестанская,2003,2134910,,74.2,37
37,Туркестанская,2003,2138747,,75.9,38
38,Туркестанская,2003,2142583,,77.6,39
39,Туркестанская,2003,2146419,,79.3,40
49,Акмолинская,2004,747359,,84.3,41
48,Акмолинская,2004,747534,,82.6,42
47,Акмолинская,2004,747708,,80.9,43
46,Акмолинская,2004,747883,,79.2,44
45,Акмолинская,2004,748057,,77.5,45
44,Акмолинская,2004,748232,,75.8,46
43,Акмолинская,2004,748406,,74.1,47
42,Акмолинская,2004,748581,,72.4,48
41,Акмолинская,2004,748755,,70.7,49
40,Акмолинская,2004,748930,,69.0,50
40,Актюбинская,2004,671812,,70.0,41
41,Актюбинская,2004,672491,,71.7,42
42,Актюбинская,2004,673171,,73.4,43
43,Актюбинская,2004,673850,,75.1,44
44,Актюбинская,2004,674530,,76.8,45
45,Актюбинская,2004,675209,,78.5,46
46,Актюбинская,2004,675889,,80.2,47
47,Актюбинская,2004,676568,,81.9,48
48,Актюбинская,2004,677248,,83.6,49
49,Актюбинская,2004,677927,,85.3,50
40,Алматинская,2004,1571194,,71.0,41
41,Алматинская,2004,1573049,,72.7,42
42,Алматинская,2004,1574905,,74.4,43
43,Алматинская,2004,1576761,,76.1,44
44,Алматинская,2004,1578616,,77.8,45
45,Алматинская,2004,1580472,,79.5,46
46,Алматинская,2004,1582328,,81.2,47
47,Алматинская,2004,1584183,,82.9,48
48,Алматинская,2004,1586039,,84.6,49
49,Алматинская,2004,1587895,,86.3,50
40,Алматы,2004,1175208,,84.0,41
41,Алматы,2004,1178635,,85.7,42
42,Алматы,2004,1182063,,87.4,43
43,Алматы,2004,1185491,,89.1,44
44,Алматы,2004,1188918,,90.8,45
45,Алматы,2004,1192346,,92.5,46
46,Алматы,2004,1195774,,94.2,47
47,Алматы,2004,1199201,,95.9,48
48,Алматы,2004,1202629,,97.6,49
49,Алматы,2004,1206057,,99.3,50
40,Астана,2004,510533,,83.0,41
41,Астана,2004,512413,,84.7,42
42,Астана,2004,514293,,86.4,43
43,Астана,2004,516173,,88.1,44
44,Астана,2004,518053,,89.8,45
45,Астана,2004,519934,,91.5,46
46,Астана,2004,521814,,93.2,47
47,Астана,2004,523694,,94.9,48
48,Астана,2004,525574,,96.6,49
49,Астана,2004,527454,,98.3,50
40,Атырауская,2004,457215,,72.0,41
41,Атырауская,2004,457840,,73.7,42
42,Атырауская,2004,458465,,75.4,43
43,Атырауская,2004,459090,,77.1,44
44,Атырауская,2004,459715,,78.8,45
45,Атырауская,2004,460340,,80.5,46
46,Атырауская,2004,460965,,82.2,47
47,Атырауская,2004,461590,,83.9,48
48,Атырауская,2004,462215,,85.6,49
49,Атырауская,2004,462840,,87.3,50
49,ВКО,2004,1443428,,97.3,41
48,ВКО,2004,1444760,,95.6,42
47,ВКО,2004,1446091,,93.9,43
46,ВКО,2004,1447423,,92.2,44
45,ВКО,2004,1448754,,90.5,45
44,ВКО,2004,1450086,,88.8,46
43,ВКО,2004,1451417,,87.1,47
42,ВКО,2004,1452749,,85.4,48
41,ВКО,2004,1454080,,83.7,49
40,ВКО,2004,1455412,,82.0,50
40,Жамбылская,2004,985552,,74.0,41
41,Жамбылская,2004,986205,,75.7,42
42,Жамбылская,2004,986859,,77.4,43
43,Жамбылская,2004,987513,,79.1,44
44,Жамбылская,2004,988166,,80.8,45
45,Жамбылская,2004,988820,,82.5,46
46,Жамбылская,2004,989474,,84.2,47
47,Жамбылская,2004,990127,,85.9,48
48,Жамбылская,2004,990781,,87.6,49
49,Жамбылская,2004,991435,,89.3,50
40,ЗКО,2004,603832,,73.0,41
41,ЗКО,2004,604102,,74.7,42
42,ЗКО,2004,604372,,76.4,43
43,ЗКО,2004,604642,,78.1,44
44,ЗКО,2004,604912,,79.8,45
45,ЗКО,2004,605183,,81.5,46
46,ЗКО,2004,605453,,83.2,47
47,ЗКО,2004,605723,,84.9,48
48,ЗКО,2004,605993,,86.6,49
49,ЗКО,2004,606263,,88.3,50
40,Карагандинская,2004,1330927,,75.0,41
41,Карагандинская,2004,1331004,,76.7,42
42,Карагандинская,2004,1331082,,78.4,43
43,Карагандинская,2004,1331159,,80.1,44
44,Карагандинская,2004,1331237,,81.8,45
45,Карагандинская,2004,1331314,,83.5,46
46,Карагандинская,2004,1331392,,85.2,47
47,Карагандинская,2004,1331469,,86.9,48
48,Карагандинская,2004,1331547,,88.6,49
49,Карагандинская,2004,1331624,,90.3,50
49,Костанайская,2004,907999,,91.3,41
48,Костанайская,2004,908603,,89.6,42
47,Костанайская,2004,909207,,87.9,43
46,Костанайская,2004,909811,,86.2,44
45,Костанайская,2004,910415,,84.5,45
44,Костанайская,2004,911019,,82.8,46
43,Костанайская,2004,911623,,81.1,47
42,Костанайская,2004,912227,,79.4,48
41,Костанайская,2004,912831,,77.7,49
40,Костанайская,2004,913435,,76.0,50
40,Кызылординская,2004,607491,,77.0,41
41,Кызылординская,2004,607946,,78.7,42
42,Кызылординская,2004,608402,,80.4,43
43,Кызылординская,2004,608858,,82.1,44
44,Кызылординская,2004,609313,,83.8,45
45,Кызылординская,2004,609769,,85.5,46
46,Кызылординская,2004,610225,,87.2,47
47,Кызылординская,2004,610680,,88.9,48
48,Кызылординская,2004,611136,,90.6,49
49,Кызылординская,2004,611592,,92.3,50
40,Мангистауская,2004,349668,,78.0,41
41,Мангистауская,2004,350876,,79.7,42
42,Мангистауская,2004,352085,,81.4,43
43,Мангистауская,2004,353293,,83.1,44
44,Мангистауская,2004,354502,,84.8,45
45,Мангистауская,2004,355711,,86.5,46
46,Мангистауская,2004,356919,,88.2,47
47,Мангистауская,2004,358128,,89.9,48
48,Мангистауская,2004,359336,,91.6,49
49,Мангистауская,2004,360545,,93.3,50
49,Павлодарская,2004,743967,,94.3,41
48,Павлодарская,2004,744108,,92.6,42
47,Павлодарская,2004,744249,,90.9,43
46,Павлодарская,2004,744390,,89.2,44
45,Павлодарская,2004,744532,,87.5,45
44,Павлодарская,2004,744673,,85.8,46
43,Павлодарская,2004,744814,,84.1,47
42,Павлодарская,2004,744955,,82.4,48
41,Павлодарская,2004,745096,,80.7,49
40,Павлодарская,2004,745238,,79.0,50
40,Республика Казахстан ,2004,14951200,,68.0,41
41,Республика Казахстан ,2004,14963556,,69.7,42
42,Республика Казахстан ,2004,14975913,,71.4,43
43,Республика Казахстан ,2004,14988270,,73.1,44
44,Республика Казахстан ,2004,15000626,,74.8,45
45,Республика Казахстан ,2004,15012983,,76.5,46
46,Республика Казахстан ,2004,15025340,,78.2,47
47,Республика Казахстан ,2004,15037696,,79.9,48
48,Республика Казахстан ,2004,15050053,,81.6,49
49,Республика Казахстан ,2004,15062410,,83.3,50
49,СКО,2004,666792,,95.3,41
48,СКО,2004,667648,,93.6,42
47,СКО,2004,668504,,91.9,43
46,СКО,2004,669360,,90.2,44
45,СКО,2004,670216,,88.5,45
44,СКО,2004,671072,,86.8,46
43,СКО,2004,671928,,85.1,47
42,СКО,2004,672784,,83.4,48
41,СКО,2004,673640,,81.7,49
40,СКО,2004,674497,,80.0,50
40,Туркестанская,2004,2150256,,81.0,41
41,Туркестанская,2004,2154586,,82.7,42
42,Туркестанская,2004,2158916,,84.4,43
43,Туркестанская,2004,2163246,,86.1,44
44,Туркестанская,2004,2167576,,87.8,45
45,Туркестанская,2004,2171906,,89.5,46
46,Туркестанская,2004,2176236,,91.2,47
47,Туркестанская,2004,2180566,,92.9,48
48,Туркестанская,2004,2184896,,94.6,49
49,Туркестанская,2004,2189226,,96.3,50
59,Акмолинская,2005,746705,,101.3,51
58,Акмолинская,2005,746758,,99.6,52
57,Акмолинская,2005,746811,,97.9,53
56,Акмолинская,2005,746865,,96.2,54
55,Акмолинская,2005,746918,,94.5,55
54,Акмолинская,2005,746971,,92.8,56
53,Акмолинская,2005,747025,,91.1,57
52,Акмолинская,2005,747078,,89.4,58
51,Акмолинская,2005,747131,,87.7,59
50,Акмолинская,2005,747185,,86.0,60
50,Актюбинская,2005,678607,,87.0,51
51,Актюбинская,2005,679416,,88.7,52
52,Актюбинская,2005,680225,,90.4,53
53,Актюбинская,2005,681034,,92.1,54
54,Актюбинская,2005,681843,,93.8,55
55,Актюбинская,2005,682652,,95.5,56
56,Актюбинская,2005,683461,,97.2,57
57,Актюбинская,2005,684270,,98.9,58
58,Актюбинская,2005,685079,,100.6,59
59,Актюбинская,2005,685888,,102.3,60
50,Алматинская,2005,1589751,,88.0,51
51,Алматинская,2005,1591151,,89.7,52
52,Алматинская,2005,1592552,,91.4,53
53,Алматинская,2005,1593953,,93.1,54
54,Алматинская,2005,1595353,,94.8,55
55,Алматинская,2005,1596754,,96.5,56
56,Алматинская,2005,1598155,,98.2,57
57,Алматинская,2005,1599555,,99.9,58
58,Алматинская,2005,1600956,,101.6,59
59,Алматинская,2005,1602357,,103.3,60
50,Алматы,2005,1209485,,101.0,51
51,Алматы,2005,1213326,,102.7,52
52,Алматы,2005,1217167,,104.4,53
53,Алматы,2005,1221008,,106.1,54
54,Алматы,2005,1224849,,107.8,55
55,Алматы,2005,1228690,,109.5,56
56,Алматы,2005,1232531,,111.2,57
57,Алматы,2005,1236372,,112.9,58
58,Алматы,2005,1240213,,114.6,59
59,Алматы,2005,1244054,,116.3,60
50,Астана,2005,529335,,100.0,51
51,Астана,2005,531445,,101.7,52
52,Астана,2005,533555,,103.4,53
53,Астана,2005,535665,,105.1,54
54,Астана,2005,537776,,106.8,55
55,Астана,2005,539886,,108.5,56
56,Астана,2005,541996,,110.2,57
57,Астана,2005,544107,,111.9,58
58,Астана,2005,546217,,113.6,59
59,Астана,2005,548327,,115.3,60
50,Атырауская,2005,463466,,89.0,51
51,Атырауская,2005,464357,,90.7,52
52,Атырауская,2005,465249,,92.4,53
53,Атырауская,2005,466141,,94.1,54
54,Атырауская,2005,467033,,95.8,55
55,Атырауская,2005,467925,,97.5,56
56,Атырауская,2005,468816,,99.2,57
57,Атырауская,2005,469708,,100.9,58
58,Атырауская,2005,470600,,102.6,59
59,Атырауская,2005,471492,,104.3,60
59,ВКО,2005,1432271,,114.3,51
58,ВКО,2005,1433363,,112.6,52
57,ВКО,2005,1434455,,110.9,53
56,ВКО,2005,1435546,,109.2,54
55,ВКО,2005,1436638,,107.5,55
54,ВКО,2005,1437730,,105.8,56
53,ВКО,2005,1438821,,104.1,57
52,ВКО,2005,1439913,,102.4,58
51,ВКО,2005,1441005,,100.7,59
50,ВКО,2005,1442097,,99.0,60
50,Жамбылская,2005,992089,,91.0,51
51,Жамбылская,2005,992989,,92.7,52
52,Жамбылская,2005,993890,,94.4,53
53,Жамбылская,2005,994790,,96.1,54
54,Жамбылская,2005,995691,,97.8,55
55,Жамбылская,2005,996591,,99.5,56
56,Жамбылская,2005,997492,,101.2,57
57,Жамбылская,2005,998392,,102.9,58
58,Жамбылская,2005,999293,,104.6,59
59,Жамбылская,2005,1000193,,106.3,60
50,ЗКО,2005,606534,,90.0,51
51,ЗКО,2005,606809,,91.7,52
52,ЗКО,2005,607085,,93.4,53
53,ЗКО,2005,607361,,95.1,54
54,ЗКО,2005,607636,,96.8,55
55,ЗКО,2005,607912,,98.5,56
56,ЗКО,2005,608188,,100.2,57
57,ЗКО,2005,608463,,101.9,58
58,ЗКО,2005,608739,,103.6,59
59,ЗКО,2005,609015,,105.3,60
50,Карагандинская,2005,1331702,,92.0,51
51,Карагандинская,2005,1331975,,93.7,52
52,Карагандинская,2005,1332249,,95.4,53
53,Карагандинская,2005,1332522,,97.1,54
54,Карагандинская,2005,1332796,,98.8,55
55,Карагандинская,2005,1333070,,100.5,56
56,Карагандинская,2005,1333343,,102.2,57
57,Карагандинская,2005,1333617,,103.9,58
58,Карагандинская,2005,1333890,,105.6,59
59,Карагандинская,2005,1334164,,107.3,60
59,Костанайская,2005,903599,,108.3,51
58,Костанайская,2005,904021,,106.6,52
57,Костанайская,2005,904443,,104.9,53
56,Костанайская,2005,904865,,103.2,54
55,Костанайская,2005,905287,,101.5,55
54,Костанайская,2005,905708,,99.8,56
53,Костанайская,2005,906130,,98.1,57
52,Костанайская,2005,906552,,96.4,58
51,Костанайская,2005,906974,,94.7,59
50,Костанайская,2005,907396,,93.0,60
50,Кызылординская,2005,612048,,94.0,51
51,Кызылординская,2005,612668,,95.7,52
52,Кызылординская,2005,613288,,97.4,53
53,Кызылординская,2005,613908,,99.1,54
54,Кызылординская,2005,614528,,100.8,55
55,Кызылординская,2005,615148,,102.5,56
56,Кызылординская,2005,615768,,104.2,57
57,Кызылординская,2005,616388,,105.9,58
58,Кызылординская,2005,617008,,107.6,59
59,Кызылординская,2005,617628,,109.3,60
50,Мангистауская,2005,361754,,95.0,51
51,Мангистауская,2005,363021,,96.7,52
52,Мангистауская,2005,364289,,98.4,53
53,Мангистауская,2005,365556,,100.1,54
54,Мангистауская,2005,366824,,101.8,55
55,Мангистауская,2005,368092,,103.5,56
56,Мангистауская,2005,369359,,105.2,57
57,Мангистауская,2005,370627,,106.9,58
58,Мангистауская,2005,371894,,108.6,59
59,Мангистауская,2005,373162,,110.3,60
59,Павлодарская,2005,743002,,111.3,51
58,Павлодарская,2005,743094,,109.6,52
57,Павлодарская,2005,743185,,107.9,53
56,Павлодарская,2005,743277,,106.2,54
55,Павлодарская,2005,743368,,104.5,55
54,Павлодарская,2005,743460,,102.8,56
53,Павлодарская,2005,743551,,101.1,57
52,Павлодарская,2005,743643,,99.4,58
51,Павлодарская,2005,743734,,97.7,59
